# Region type : patch heater_to_fins
# Faces  :    56
# Area   :    1.000000e-04
# Time        	areaAverage(T)
1128          	5.744880e+02
1129          	5.744887e+02
1130          	5.744893e+02
1131          	5.744900e+02
1132          	5.744907e+02
1133          	5.744913e+02
1134          	5.744920e+02
1135          	5.744926e+02
1136          	5.744933e+02
1137          	5.744938e+02
1138          	5.744944e+02
1139          	5.744950e+02
1140          	5.744955e+02
1141          	5.744959e+02
1142          	5.744964e+02
1143          	5.744968e+02
1144          	5.744971e+02
1145          	5.744974e+02
1146          	5.744977e+02
1147          	5.744979e+02
1148          	5.744981e+02
1149          	5.744982e+02
1150          	5.744983e+02
1151          	5.744983e+02
1152          	5.744983e+02
1153          	5.744982e+02
1154          	5.744980e+02
1155          	5.744978e+02
1156          	5.744975e+02
1157          	5.744972e+02
1158          	5.744968e+02
1159          	5.744963e+02
1160          	5.744958e+02
1161          	5.744952e+02
1162          	5.744946e+02
1163          	5.744940e+02
1164          	5.744933e+02
1165          	5.744926e+02
1166          	5.744918e+02
1167          	5.744910e+02
1168          	5.744902e+02
1169          	5.744892e+02
1170          	5.744883e+02
1171          	5.744873e+02
1172          	5.744863e+02
1173          	5.744852e+02
1174          	5.744841e+02
1175          	5.744830e+02
1176          	5.744818e+02
1177          	5.744806e+02
1178          	5.744794e+02
1179          	5.744782e+02
1180          	5.744771e+02
1181          	5.744759e+02
1182          	5.744748e+02
1183          	5.744736e+02
1184          	5.744725e+02
1185          	5.744713e+02
1186          	5.744702e+02
1187          	5.744692e+02
1188          	5.744681e+02
1189          	5.744671e+02
1190          	5.744660e+02
1191          	5.744650e+02
1192          	5.744640e+02
1193          	5.744631e+02
1194          	5.744621e+02
1195          	5.744612e+02
1196          	5.744603e+02
1197          	5.744595e+02
1198          	5.744586e+02
1199          	5.744578e+02
1200          	5.744571e+02
1201          	5.744564e+02
1202          	5.744557e+02
1203          	5.744551e+02
1204          	5.744545e+02
1205          	5.744540e+02
1206          	5.744534e+02
1207          	5.744529e+02
1208          	5.744524e+02
1209          	5.744519e+02
1210          	5.744515e+02
1211          	5.744510e+02
1212          	5.744506e+02
1213          	5.744502e+02
1214          	5.744498e+02
1215          	5.744494e+02
1216          	5.744490e+02
1217          	5.744487e+02
1218          	5.744483e+02
1219          	5.744480e+02
1220          	5.744476e+02
1221          	5.744473e+02
1222          	5.744470e+02
1223          	5.744467e+02
1224          	5.744464e+02
1225          	5.744461e+02
1226          	5.744459e+02
1227          	5.744457e+02
